"EnsemblID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000310067",36.555255820608,0.962408617331834,0.391124846886104,2.46061743454537,0.0138698172543283,0.0265630454793799
"ENSG00000128891",137.642419416042,-0.790760883833407,0.321374291099927,-2.4605604920262,0.013872018452748,0.0265642960504743
"ENSG00000237950",23.6084675787365,-1.39132849637922,0.565638009361361,-2.45975071220924,0.0139033551037767,0.0266213332072983
"ENSG00000127952",283.411582650969,0.356465927029415,0.144925024219932,2.45965752945783,0.0139069650724769,0.0266223035494319
"ENSG00000213300",82.1181196721065,0.691532445316571,0.281149315945683,2.4596625568535,0.013906770286334,0.0266223035494319
"ENSG00000057757",550.551781594737,0.26336178392634,0.107130967500461,2.45831611597466,0.0139590241980943,0.0267159996866594
"ENSG00000153786",1050.88144939686,0.238267573116,0.0969230080555679,2.45831797728973,0.0139589518430017,0.0267159996866594
"ENSG00000075945",289.201251128021,0.351819070306679,0.143193382931965,2.45695061533561,0.0140121947425748,0.0268147710677112
"ENSG00000179134",2943.44572990647,0.207245809494438,0.0843564205897802,2.45678761670391,0.0140185535925064,0.0268239480919176
"ENSG00000256235",55.037663504788,-0.825035248217108,0.335831140602902,-2.45669668017076,0.014022102285917,0.0268277465456918
"ENSG00000196872",14.3359138926064,-1.97036781345221,0.802058660113889,-2.4566380383854,0.0140243911345119,0.0268291340267539
"ENSG00000106714",20.7235844425529,-1.62885552938586,0.663157686120155,-2.45621149159195,0.0140410496153836,0.0268580077258364
"ENSG00000187627",8.58941180487981,2.76391967065833,1.12532674122858,2.45610414237629,0.0140452448122044,0.0268630376198643
"ENSG00000145287",1667.03077870612,0.277621577105088,0.11304316103457,2.45589007388238,0.0140536138907492,0.0268760484994956
"ENSG00000151445",223.686334901348,-0.449565798059675,0.18310163408155,-2.45528009793429,0.0140774852455281,0.0269186996369967
"ENSG00000129219",688.007641709893,-0.310112243922328,0.126321933230855,-2.45493586102417,0.0140909727166471,0.0269414876166961
"ENSG00000224389",24.5757885497084,-1.58835770804521,0.64714337125684,-2.45441393452027,0.0141114439583684,0.0269776217757866
"ENSG00000213654",17.1611637528355,1.51426072219328,0.616971476839243,2.45434477773732,0.01411415842581,0.0269798050657361
"ENSG00000165238",1694.46385429657,0.222550278904427,0.0906868304697597,2.45405289557052,0.0141256201469042,0.0269986683475069
"ENSG00000236618",40.8514978404898,-0.906257679013781,0.369296148399745,-2.4540133519963,0.014127173588059,0.0269986683475069
"ENSG00000182648",100.596712578285,-0.705901038885011,0.287673117906596,-2.45383038923438,0.0141343631124882,0.0270093999648148
"ENSG00000139613",1639.2179690394,0.240383275150017,0.0979753724391082,2.45350713312588,0.0141470733578422,0.0270294970078665
"ENSG00000197826",69.6968257407021,0.697840938404722,0.284428706988034,2.45348279290979,0.0141480308093979,0.0270294970078665
"ENSG00000114062",1450.17668163397,-0.217852980483932,0.088798004104158,-2.45335447211623,0.014153079406918,0.0270361318708415
"ENSG00000213453",24.7723325677921,1.12730842717718,0.459516650574786,2.45324826808144,0.014157259054548,0.0270411055168579
"ENSG00000230399",8.22580136089882,-2.44829213177298,0.998162464781751,-2.45279923675381,0.0141749426709134,0.0270718684714528
"ENSG00000140691",326.417041483947,0.363509951686948,0.148218553384563,2.45252664653794,0.0141856872411956,0.0270893735875831
"ENSG00000167113",617.893381726579,0.250246208856229,0.102075519329726,2.45157909065228,0.0142230925678105,0.0271577812462155
"ENSG00000258976",30.1505223132928,-1.14538088828712,0.467296350280977,-2.45108032108195,0.0142428167270562,0.0271924167578536
"ENSG00000198728",1176.94471255137,0.193529820273404,0.0790078980251314,2.44949967168909,0.0143054840210594,0.0273059845181151
"ENSG00000263126",67.216423896986,0.760678061621009,0.310541016968673,2.44952524805361,0.0143044680735679,0.0273059845181151
"ENSG00000169490",383.872092558475,-0.382460119173397,0.156161414044057,-2.44913329912276,0.0143200441050145,0.0273307360126629
"ENSG00000151413",208.764736571789,0.455862030303267,0.186253455004166,2.44753596808752,0.0143836767962662,0.027449129848775
"ENSG00000108839",14.0673973806904,1.58266856411896,0.646658997883774,2.44745463884107,0.0143869233618861,0.0274492195088671
