pathway,pval,padj,log2err,ES,NES,size,collection
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,0.340036563071298,0.43343901140860386,0.09560314922043013,0.41913146618427904,1.082023238476,15,C2-CP-Reactome
REACTOME_MRNA_POLYADENYLATION,1.9811532857411267e-13,2.9776438190168875e-12,0.9436322252328375,0.6047510878489478,2.3970964489763658,127,C2-CP-Reactome
REACTOME_MRNA_SPLICING,3.387336954486825e-15,7.580107362596073e-14,1.0073179568744748,0.5398129092417179,2.268696896109897,212,C2-CP-Reactome
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,4.369081668283379e-8,2.5579449069542805e-7,0.7195128263389107,0.671238800612306,2.285005732269684,50,C2-CP-Reactome
REACTOME_MTORC1_MEDIATED_SIGNALLING,5.954122949523508e-5,2.2043389007978578e-4,0.557332238758646,0.6999560659007078,2.037248327536717,24,C2-CP-Reactome
REACTOME_MTOR_SIGNALLING,0.0014514657675168182,0.004004454870929962,0.45505986738722953,0.5426085149464637,1.7871072224772286,40,C2-CP-Reactome
REACTOME_MUSCLE_CONTRACTION,4.3424417522408256e-4,0.0013413616087443287,0.49849310876659025,0.4480064239180831,1.7271904753709801,103,C2-CP-Reactome
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,0.05346445715131365,0.09771090444895254,0.3217759180753611,-0.3359001418413992,-1.3382221199180104,99,C2-CP-Reactome
REACTOME_MYOGENESIS,0.1534195933456562,0.23586798549477217,0.15214492236756472,0.4737614670604946,1.3002687231444017,19,C2-CP-Reactome
REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS,0.29764065335753176,0.3933387636890216,0.10319746694530717,0.37926629649973537,1.1336309679177836,27,C2-CP-Reactome
REACTOME_M_PHASE,1.1107853848369102e-8,7.457072550205123e-8,0.7477396631498854,0.4027777627318801,1.8194999935513694,383,C2-CP-Reactome
REACTOME_NCAM1_INTERACTIONS,0.0070792125642516,0.016092024948535805,0.40701791892395395,0.5906889280928904,1.6437797035421997,21,C2-CP-Reactome
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.06902654867256637,0.12109709845518177,0.22798720285044224,0.415640064940038,1.376604299267884,41,C2-CP-Reactome
REACTOME_NEDDYLATION,3.1086923236447035e-4,9.813332821035161e-4,0.49849310876659025,0.3756486950119017,1.5783821935878264,207,C2-CP-Reactome
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,1.2836531263610512e-4,4.308795660818595e-4,0.5188480777437918,0.7640341621159333,2.0314448131862983,17,C2-CP-Reactome
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,1.1137040804907382e-4,3.8276450820961546e-4,0.5384340963099162,0.46530345786869864,1.786763274217023,99,C2-CP-Reactome
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,0.20955882352941177,0.30017885532591415,0.1275053153001827,0.42837940665540647,1.2106605968841218,22,C2-CP-Reactome
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,0.25,0.344391244870041,0.11524000314778066,0.4099008085601441,1.1584374735219198,22,C2-CP-Reactome
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,0.3050847457627119,0.3995062925657359,0.10395847155995677,0.40286871039632133,1.1211102457595972,21,C2-CP-Reactome
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,0.17702448210922786,0.2618360880730404,0.14205664357582118,0.4518230866621449,1.2573413587502138,21,C2-CP-Reactome
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,0.0920353982300885,0.15681835197580224,0.19578900214894943,0.3975389898876618,1.3166533468926203,41,C2-CP-Reactome
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,0.05504587155963303,0.10023723808417805,0.2616635217115731,0.5516550305826482,1.493075811769657,18,C2-CP-Reactome
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION,0.16819012797074953,0.25278725203961905,0.14375898903927542,0.5024196484497635,1.2970387073028047,15,C2-CP-Reactome
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,4.572418983601418e-13,6.222197184441389e-12,0.9214260034948982,0.7751920510581712,2.5867341005336506,44,C2-CP-Reactome
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,0.5284360189573459,0.599090113735783,0.08528846897905017,-0.2521108563865961,-0.957861122366784,75,C2-CP-Reactome
